Year,Food Category,Food Name,Food details,method,Organism,Concentration,Unit,Agency,Survey,Source URL,Access Date,detail information
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,<1.2,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,モモ肉,国産,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,<1.2,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
2004~2011,Chicken,Breast,国産,MPN,Campylobacter jejuni/coli,2.0~2.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉ニオケルカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,
